Id,SalePrice
2658,148182.92628398057
2718,164858.94712221227
2414,207850.67426355887
1989,108345.87324548193
625,176820.62116759887
333,106058.1246832178
1327,113664.22432813581
858,148702.36631217317
95,174497.2639370081
1568,174345.92325050518
2482,159498.43083837215
1364,130750.2289467822
2584,152657.93945687
818,285890.7139735761
2673,164513.51182812522
2089,138921.910890097
1297,148549.817558893
790,118682.58944848563
2616,199867.49463525784
720,196010.2723502975
222,161784.40065796828
557,130119.03740673764
1148,204009.57055327223
2766,168622.40323813423
534,188017.6585144277
1452,124924.923067961
630,121950.87770847871
2648,120127.86917705127
125,160858.19650345962
1904,70691.58110006008
1670,110120.38212822468
756,100009.57968937396
717,218057.33845588405
1032,162777.40991870002
852,213982.74798003418
1731,174760.7966994543
2639,117156.75005295037
2071,94410.97244305107
1267,126311.24963848141
1851,188418.5100874811
567,148157.78811644128
2439,208083.76211231467
1898,156314.4129919651
647,177392.70170522903
2256,229623.87218898244
979,114135.33290735293
1444,217443.82177030746
2485,126293.49687073183
157,136615.5976295727
88,124823.6436792459
2003,117546.80037939489
186,194639.10979761998
1425,244119.7965776267
2695,133851.35852879944
738,103971.42183812705
395,166736.6551526949
1353,154684.81878718492
1878,135790.42317875187
390,160449.0907711809
1456,232205.04701872717
1103,324975.56213603844
1387,124554.93106040751
2070,151528.09585041276
1199,171476.0038805244
2479,174986.74095713563
501,305541.00201311096
2362,99270.73342461398
1718,192898.29070080168
2188,102279.01975044866
1483,150715.82427590774
2557,94303.85260702287
437,377343.4527348024
2224,198455.58858215637
1628,169797.80725068148
397,141633.6472626846
587,183613.89574005245
971,140391.87756418358
2611,148259.21380476494
1887,108279.85749820202
2399,343998.43462577165
2148,202628.43463577755
304,114837.96082836956
1997,137522.17866727157
2817,119425.45061468761
1431,191176.11496630416
427,311749.1722682785
263,124828.8995014412
598,154243.68366976466
2895,225082.12127148703
687,146889.91554170073
1822,142947.58270484544
2191,106590.1798525697
179,116718.07518208976
1009,197470.14007717528
2010,135058.34121492325
1991,143681.39402438918
1411,195228.88593975102
1721,220562.38847684415
1144,188007.41215760456
593,219820.39603366837
575,336367.75146388955
1249,172168.65146750648
1604,126090.64796836303
1064,550104.9782407244
1923,168852.7585117627
1988,126262.04263818778
2325,165811.52592295996
114,189351.40579529753
2700,176448.45504515283
217,133712.55981451372
343,175559.07344296004
386,215169.7375114521
2005,117216.37994107684
2908,142944.6787746439
1814,242444.390498444
2446,590934.753843656
208,139323.04694639717
1679,117576.25593349755
822,320109.9260007078
6,197066.4683985114
1781,389545.67452080816
2397,257569.18732845163
2340,288462.3980584801
1618,165051.84903943512
2843,131695.78872205084
1061,360337.08600179065
2786,135897.88514930723
1935,142275.5590368054
1341,125602.6692637997
521,260836.87573906433
2136,135999.2480700475
996,195407.21264402996
227,150539.20248061515
135,181398.6257180017
1167,159084.6969582403
294,226295.88308456386
1776,200660.6274628872
540,174331.7333263212
1717,190484.0024244832
2303,134976.33856075283
116,189446.43847750576
127,136618.91730907152
1371,138883.66330494467
1014,128643.70145587147
1507,117501.52841749367
702,124190.5543726772
750,148264.75707054313
261,151837.38259214812
1559,78262.85539162181
577,211455.1294649262
2812,200426.81826375987
2080,162365.02563995135
1368,117553.99064700327
2376,127443.48567317218
659,113309.32709988637
1235,136046.72341800403
332,93958.12570459685
1917,151237.03473173128
2094,257015.9170252833
1460,253507.85311355622
1471,213015.45137100655
1509,127800.52817030926
1922,138336.42243919708
433,568229.2316959148
460,235023.4708047385
1116,230079.52052762586
1137,174751.1278895384
53,167034.17450731073
2354,263564.0058138206
1475,194143.90973556053
1761,807896.4787376729
842,143017.23786569983
2739,172543.2356738927
2509,154501.94689998997
1007,200350.26169387606
2610,195040.24925689158
1952,93776.49828110685
2719,170543.49173055257
2921,103391.53859366266
1966,138101.7397381553
292,102949.99132421178
1204,186619.17550057318
1829,271006.23248962354
2419,186711.42256726485
391,150865.87971062528
798,109949.49039165158
481,198013.0609828264
193,188841.2071321454
555,125659.38775767971
899,75247.0010029083
2357,186386.8310832328
328,141421.67447569603
