Id,SalePrice
2658,135542.6471329874
2718,156560.917681965
2414,217726.69239616915
1989,100244.49987051431
625,172329.70250461955
333,95965.46103203294
1327,102284.25350231049
858,148909.55398576736
95,177361.89261581318
1568,161622.5913042645
2482,157940.2937370327
1364,119547.92962087516
2584,145993.18915897902
818,290211.5982123642
2673,160578.01056738358
2089,139616.22039505656
1297,143044.40779079543
790,115342.98831198116
2616,189672.95341594308
720,178592.80678279416
222,156551.48699770452
557,126258.18320610325
1148,199110.24767706447
2766,167500.8645959963
534,182844.8358384963
1452,123477.07687833154
630,120067.6615010609
2648,111395.94119131271
125,163603.26438702364
1904,70974.23002314832
1670,105814.38196196055
756,93950.51881389564
717,204303.3716929122
1032,157688.52990859374
852,210852.23103837844
1731,185571.13544924813
2639,109991.70123579093
2071,93070.89590986454
1267,121783.81255610555
1851,183661.78115606192
567,162399.93971288722
2439,202817.67538386316
1898,149044.17350943753
647,167960.1245986869
2256,217566.80483070874
979,101741.56217642121
1444,215570.00023492318
2485,122670.27421972675
157,133030.6111657059
88,120229.40560233695
2003,109133.51897018285
186,181743.70311600238
1425,243803.30211659792
2695,122948.84594257822
738,95832.08215172341
395,158762.53058162282
1353,158976.08460934227
1878,130652.37436719403
390,154042.81529821173
1456,228425.29892619766
1103,324807.8067085294
1387,126416.4860249355
2070,150198.97548711533
1199,171609.14669677493
2479,174410.53408697882
501,313553.8949317814
2362,95496.18360284259
1718,200591.8449483598
2188,99308.54968194215
1483,143108.04647525464
2557,98388.74249842028
437,388245.65602942015
2224,194237.21580074012
1628,170604.0959640852
397,137801.09395481544
587,186106.74683480995
971,131691.46696277458
2611,141884.12370544055
1887,103834.39392486378
2399,355701.37279035465
2148,199465.28661032562
304,106698.1899863137
1997,123083.24279080136
2817,121487.23887467483
1431,194995.13292024424
427,325431.9471714577
263,124535.1456682922
598,157814.720887958
2895,219027.46059929437
687,145186.48360649255
1822,137606.66140983862
2191,107970.41090460385
179,112783.82403784191
1009,204854.20635500984
2010,125313.24534901978
1991,128177.44940564792
1411,187554.75140812655
1721,227797.23161105212
1144,184956.6689697971
593,216875.25235253517
575,352856.5901667046
1249,165012.68449111853
1604,119536.83812991742
1064,572789.7452043588
1923,158834.10861588756
1988,114421.78574924202
2325,167450.40489749113
114,195551.7570239977
2700,166385.70478106532
217,128659.22445371361
343,167130.73768895428
386,213477.1041683664
2005,104313.6501095271
2908,136147.61344363095
1814,241128.6345880791
2446,613328.7603026711
208,129588.06371240036
1679,106783.45758551445
822,326039.5377950815
6,194605.0207297534
1781,409549.7229883182
2397,278959.0501838144
2340,304739.7557879796
1618,166847.27968875616
2843,133785.0130618648
1061,370478.04312277935
2786,133607.07614021312
1935,137375.8567768237
1341,115297.19490202366
521,258770.32560580818
2136,135332.34142099065
996,196008.10155093716
227,142021.53620681318
135,180490.0977342434
1167,164300.47269982036
294,221576.65261343156
1776,205864.16555145284
540,169724.69258994932
1717,208995.3553613704
2303,129673.62703530131
116,181628.9637172425
127,134913.81207606383
1371,131047.29143887013
1014,128071.2292839652
1507,112956.64207993144
702,115597.64627114314
750,140811.4343260698
261,153319.5256983608
1559,67796.98632549941
577,212944.32566915298
2812,195252.90008757918
2080,158524.48707807975
1368,105700.78462452877
2376,122393.96838061545
659,110550.62119452849
1235,132933.9642042471
332,84897.84653777405
1917,145228.38857787443
2094,258763.24472631997
1460,251938.69453962453
1471,214049.2665004956
1509,126015.08135742672
1922,132428.6748881931
433,583522.3429902768
460,239634.75017500162
