Id,SalePrice
2658,157497.4632669969
2718,199232.28639167803
2414,211507.27763208793
1989,106525.63703802717
625,189379.48208235763
333,75151.79459047993
1327,106281.97447581845
858,157051.6685653499
95,197655.3368024323
1568,187069.2381244141
2482,164736.05157077382
1364,131307.08241878892
2584,160927.808473218
818,279919.3957909553
2673,177222.89095803
2089,164479.2989956832
1297,149122.18857726338
790,108770.4895183742
2616,243347.34008542844
720,209945.14601625525
222,158071.72867012816
557,111154.8430115059
1148,205165.14286653465
2766,172147.81396889966
534,209824.44046475342
1452,107451.98498176201
630,129983.34811841394
2648,127432.2919971249
125,143906.63050035248
1904,10202.004308955977
1670,82073.59719060478
756,53448.488220558036
717,242910.9872509099
1032,153907.83980610152
852,243550.1708070794
1731,197443.04987620213
2639,108997.94845864759
2071,87944.35717546311
1267,123812.58608476585
1851,213981.16612625145
567,157990.89907072042
2439,222983.22238866007
1898,143241.66730853706
647,195348.79493505764
2256,218913.4889674217
979,105636.12113619805
1444,217927.18521234835
2485,118697.19591818633
157,128514.52842898783
88,115229.24206282338
2003,103783.12930000667
186,228817.51291091507
1425,262025.83496407932
2695,123327.31446483498
738,83835.65199198737
395,161806.82135108835
1353,177430.93053303333
1878,155748.4936932989
390,181116.8297117299
1456,227751.59652697737
1103,290763.04086804506
1387,104122.3587725209
2070,148887.20362468786
1199,189629.48360407655
2479,170866.8357238907
501,297976.6426506606
2362,75073.33937219041
1718,184228.0955688574
2188,50141.81900472916
1483,146212.14684193046
2557,41938.15425412194
437,334446.56486742664
2224,231105.64003834804
1628,195479.57162918476
397,124209.98599164817
587,210956.1863964342
971,201395.3603701617
2611,160558.1691643435
1887,101070.81043840619
2399,303959.19624288916
2148,225637.5562232721
304,126970.473742567
1997,112306.5639662114
2817,91729.88170334906
1431,201312.55035001365
427,300145.32660258655
263,104777.8803788859
598,176995.25193425105
2895,283628.8249486254
687,148250.60871770978
1822,128039.69049574691
2191,100118.81277351361
179,135031.9584980996
1009,212936.14775261865
2010,117511.09626323264
1991,143287.89151488873
1411,212067.01782274316
1721,249702.41670075897
1144,181093.26230951818
593,223559.22810813272
575,307429.5801093802
1249,206240.44878802565
1604,125602.98002175312
1064,392943.2055039464
1923,162457.78364075092
1988,108230.67928653187
2325,172597.27723669377
114,212953.8599708171
2700,214688.87574607623
217,154771.65377409407
343,180781.14828910748
386,244153.63205369073
2005,140560.8746245352
2908,166888.9766669802
1814,245239.01669994695
2446,447470.3348029379
208,156973.84481957112
1679,100441.40106558078
822,298769.9266834862
6,201982.52686164668
1781,333907.835546402
2397,264690.97521949
2340,287590.8890324633
1618,181211.29678103188
2843,95592.58374067931
1061,313275.68246072554
2786,111476.90241200104
1935,122919.37592852698
1341,102825.75975040975
521,287313.9733590947
2136,126650.52902967576
996,193399.23531913036
227,141465.95419077273
135,179496.7559693118
1167,159281.04962850688
294,221028.14343581768
1776,223788.38148865127
540,206815.1824785713
1717,184224.7132853025
2303,130936.59153212328
116,186827.24626165186
127,138267.79363408568
1371,142458.87362139416
1014,196525.929980078
1507,121729.55186629738
702,138907.14462714293
750,146201.8493343785
261,156736.02089040517
1559,47579.261249824194
577,248503.77089381893
2812,212173.48859143374
2080,168791.67941992707
1368,135276.934498674
2376,116549.37815845641
659,111013.26920972462
1235,114737.42567483336
332,63183.316558044404
1917,146850.76585390954
2094,245804.90670744423
1460,279086.49999106047
1471,210318.98123412696
1509,116773.39106737846
1922,140990.57951246342
433,408824.0408648865
460,266536.2400883476
1116,261349.15667996532
1137,176825.59364394564
53,189077.65069283568
2354,252436.03115404467
1475,216123.17337306286
1761,440988.8938396184
842,129808.35006938479
2739,193306.48255607742
2509,163025.6707940104
1007,228607.2637275732
2610,193720.24085546425
1952,60546.307766406564
2719,190333.29176903004
2921,68379.23339217692
1966,122662.98046970135
292,115309.92402476049
1204,206906.36766653368
1829,276218.1613465047
